2024-06-17 16:26:47.030 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:53.847 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:53.906 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:53.914 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b784ae520> is not in list
2024-06-17 16:28:53.931 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:28:53.946 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b784ae670> is not in list
2024-06-17 16:28:53.993 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b784ae670> is not in list
2024-06-17 16:28:53.997 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b784ae520> is not in list
2024-06-17 16:28:54.012 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:54.013 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:54.063 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:54.071 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b72f2e910> is not in list
2024-06-17 16:28:54.089 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:28:54.105 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b72f2e5e0> is not in list
2024-06-17 16:28:54.163 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b72f2e5e0> is not in list
2024-06-17 16:28:54.167 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b72f2e910> is not in list
2024-06-17 16:28:54.184 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:54.184 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:54.242 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:54.264 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:28:54.279 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73717640> is not in list
2024-06-17 16:28:54.313 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73717640> is not in list
2024-06-17 16:28:54.315 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73717b20> is not in list
2024-06-17 16:28:54.327 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:54.327 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:54.383 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:54.393 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b737e19a0> is not in list
2024-06-17 16:28:54.409 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:28:54.425 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b737e14f0> is not in list
2024-06-17 16:28:54.461 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b737e14f0> is not in list
2024-06-17 16:28:54.463 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b737e19a0> is not in list
2024-06-17 16:28:54.475 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:54.475 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:54.519 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:54.527 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b78ccea30> is not in list
2024-06-17 16:28:54.542 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:28:54.559 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b78cce910> is not in list
2024-06-17 16:28:54.599 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b78cce910> is not in list
2024-06-17 16:28:54.601 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b78ccea30> is not in list
2024-06-17 16:28:54.611 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:54.611 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:54.662 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:54.675 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73e7b2b0> is not in list
2024-06-17 16:28:54.690 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:28:54.704 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73e7b2b0> is not in list
2024-06-17 16:28:54.747 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73e7bdc0> is not in list
2024-06-17 16:28:54.749 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73e7b2b0> is not in list
2024-06-17 16:28:54.759 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:54.759 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:54.814 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:54.825 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7373b0a0> is not in list
2024-06-17 16:28:54.841 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:28:54.856 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7373ba90> is not in list
2024-06-17 16:28:54.892 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7373ba90> is not in list
2024-06-17 16:28:54.895 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7373b0a0> is not in list
2024-06-17 16:28:54.905 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:54.905 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:54.961 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:54.968 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73a3f4c0> is not in list
2024-06-17 16:28:54.983 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:28:54.999 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73a3f280> is not in list
2024-06-17 16:28:55.035 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73a3f280> is not in list
2024-06-17 16:28:55.038 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73a3f4c0> is not in list
2024-06-17 16:28:55.048 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:55.048 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:55.099 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:55.106 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b784ae3a0> is not in list
2024-06-17 16:28:55.120 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:28:55.137 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b784ae6d0> is not in list
2024-06-17 16:28:55.173 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b784ae6d0> is not in list
2024-06-17 16:28:55.176 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b784ae3a0> is not in list
2024-06-17 16:28:55.187 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:55.187 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:55.245 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:55.253 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7346a640> is not in list
2024-06-17 16:28:55.269 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:28:55.290 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7346aee0> is not in list
2024-06-17 16:28:55.332 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7346aee0> is not in list
2024-06-17 16:28:55.334 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7346a640> is not in list
2024-06-17 16:28:55.344 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:55.345 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:55.405 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:55.414 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b78352eb0> is not in list
2024-06-17 16:28:55.431 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:28:55.443 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b78352eb0> is not in list
2024-06-17 16:28:55.484 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b78352df0> is not in list
2024-06-17 16:28:55.486 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b78352eb0> is not in list
2024-06-17 16:28:55.497 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:55.497 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:55.552 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:55.559 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b788ef1f0> is not in list
2024-06-17 16:28:55.575 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:28:55.586 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b788ef1f0> is not in list
2024-06-17 16:28:55.627 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b788ef7f0> is not in list
2024-06-17 16:28:55.630 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b788ef1f0> is not in list
2024-06-17 16:28:55.640 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:55.640 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:55.982 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:55.990 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73eb5790> is not in list
2024-06-17 16:28:56.005 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:28:56.018 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73eb5790> is not in list
2024-06-17 16:28:56.061 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73eb5e80> is not in list
2024-06-17 16:28:56.063 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73eb5790> is not in list
2024-06-17 16:28:56.074 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:56.074 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:56.127 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:56.135 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7398cb50> is not in list
2024-06-17 16:28:56.150 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:28:56.162 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7398cb50> is not in list
2024-06-17 16:28:56.199 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7398c160> is not in list
2024-06-17 16:28:56.201 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7398cb50> is not in list
2024-06-17 16:28:56.211 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:56.211 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:56.264 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:56.271 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7357b340> is not in list
2024-06-17 16:28:56.286 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:28:56.299 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7357b340> is not in list
2024-06-17 16:28:56.344 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7357ba90> is not in list
2024-06-17 16:28:56.346 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7357b340> is not in list
2024-06-17 16:28:56.356 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:56.356 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:56.410 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:56.419 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b731261f0> is not in list
2024-06-17 16:28:56.437 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:28:56.449 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b731261f0> is not in list
2024-06-17 16:28:56.497 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b731266d0> is not in list
2024-06-17 16:28:56.499 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b731261f0> is not in list
2024-06-17 16:28:56.514 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:56.514 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:56.569 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:56.577 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b784b3730> is not in list
2024-06-17 16:28:56.595 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:28:56.608 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b784b3730> is not in list
2024-06-17 16:28:56.648 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b784b3220> is not in list
2024-06-17 16:28:56.650 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b784b3730> is not in list
2024-06-17 16:28:56.661 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:56.661 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:56.718 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:56.726 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b78ccedc0> is not in list
